iyear,eventid,natlty1_CountryCode,natlty1_txt,gname,success,[EG.ELC.ACCS.ZS],[FX.OWN.TOTL.SO.ZS],[SE.PRM.TENR],[SH.XPD.GHED.GD.ZS],[SE.PRM.CUAT.ZS],[SE.TER.CUAT.ST.ZS],[SE.SEC.CUAT.UP.ZS],[SE.TER.CUAT.MS.ZS],[SE.TER.CUAT.DO.ZS],[SE.XPD.PRIM.ZS],[SE.XPD.SECO.ZS],[SE.XPD.TERT.ZS],[SE.XPD.TOTL.GB.ZS],[SE.XPD.TOTL.GD.ZS],[IT.NET.USER.ZS],[IC.FRM.CORR.ZS],[SM.POP.TOTL.ZS],[SI.POV.NAHC],[SP.RUR.TOTL.ZS]
2014,129465,ISR,Israel,Hezbollah,1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,130092,ISR,Israel,Muslim extremists,0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,130093,ISR,Israel,Muslim extremists,0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,130133,ISR,Israel,Hezbollah,1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,130139,ISR,Israel,Hezbollah,1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,130312,ISR,Israel,Islamic State of Iraq and the Levant (ISIL),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135062,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135164,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135165,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135220,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135221,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135222,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135223,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135250,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135301,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135302,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135303,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135445,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135523,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135597,ISR,Israel,Muslim extremists,1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135598,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135600,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135683,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135779,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135780,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135794,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135925,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135926,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135927,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135928,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,135947,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,136250,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,136263,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,136354,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,136490,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,137083,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,137110,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,137111,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,137222,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,137225,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,137299,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,137351,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,137352,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,137418,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,137419,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,138933,ISR,Israel,Hezbollah,1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,138934,ISR,Israel,Hezbollah,1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,140038,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,141913,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,141927,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,141945,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,141946,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,141948,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,141949,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,141953,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,141956,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,141962,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,141986,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2014,142010,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,90.16887665,97.05924988,0,95.57486725,46.79058838,81.23329163,12.58034039,1.408959985,38.09885025,29.0983696,15.25658989,14.3263998,5.739089966,75.01775316,0,0,0,7.896
2015,145597,ISR,Israel,Hezbollah,1,100,0,97.5566864,0,95.6309967,47.07397842,81.44174957,12.75197983,1.440919995,0,0,0,0,0,77.35208966,0,24.94690004,0,7.821
2015,147105,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.5566864,0,95.6309967,47.07397842,81.44174957,12.75197983,1.440919995,0,0,0,0,0,77.35208966,0,24.94690004,0,7.821
2015,147141,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.5566864,0,95.6309967,47.07397842,81.44174957,12.75197983,1.440919995,0,0,0,0,0,77.35208966,0,24.94690004,0,7.821
2015,148082,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.5566864,0,95.6309967,47.07397842,81.44174957,12.75197983,1.440919995,0,0,0,0,0,77.35208966,0,24.94690004,0,7.821
2015,154350,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.5566864,0,95.6309967,47.07397842,81.44174957,12.75197983,1.440919995,0,0,0,0,0,77.35208966,0,24.94690004,0,7.821
2015,154852,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.5566864,0,95.6309967,47.07397842,81.44174957,12.75197983,1.440919995,0,0,0,0,0,77.35208966,0,24.94690004,0,7.821
2015,156550,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.5566864,0,95.6309967,47.07397842,81.44174957,12.75197983,1.440919995,0,0,0,0,0,77.35208966,0,24.94690004,0,7.821
2016,159191,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2016,159226,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2016,159243,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2016,159244,ISR,Israel,Hamas (Islamic Resistance Movement),0,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2016,159263,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2016,159289,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2016,159433,ISR,Israel,Hezbollah,1,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2016,161515,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2016,161516,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2016,162841,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2016,163304,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2016,163337,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2016,163338,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2016,163339,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2016,163340,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2016,163341,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2016,163379,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2016,163380,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2016,163381,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2016,164659,ISR,Israel,Hamas (Islamic Resistance Movement),1,100,0,97.05258179,0,0,0,0,0,0,0,0,0,0,0,79.65312418,0,0,0,7.744
2017,173362,ISR,Israel,Sinai Province of the Islamic State,1,0,93.01255035,0,0,0,0,0,0,0,0,0,0,0,0,81.58118359,0,0,0,7.664
2017,175056,ISR,Israel,Sinai Province of the Islamic State,1,0,93.01255035,0,0,0,0,0,0,0,0,0,0,0,0,81.58118359,0,0,0,7.664
2005,78315,ITA,Italy,Al-Qaida in Iraq,1,100,0,99.30465698,6.47897885,92.2394104,10.06194973,40.4973793,0,0,24.57946968,46.50051117,17.23880005,9.013730049,4.249420166,35,0,6.742189449,0,32.262
2013,114876,ITA,Italy,Islamic State of Iraq and the Levant (ISIL),1,100,0,99.45200348,6.80880352,0,0,0,0,0,24.39743996,42.70249176,19.56551933,8.159540176,4.164720058,58.4593,0,0,0,31.021
2004,77842,JPN,Japan,Al-Qaida in Iraq,1,100,0,99.77324677,6.14675174,0,0,0,0,0,35.27241898,38.26226044,17.93662071,9.866920471,3.483069897,62.39392963,0,0,0,15.36
2014,126942,JPN,Japan,Islamic State of Iraq and the Levant (ISIL),1,100,99.67205811,98.2851181,9.1148459,0,0,0,0,0,33.08187866,37.80485916,20.76276016,9.238479614,3.59059,89.10683302,0,0,0,8.696
2014,127003,JPN,Japan,Islamic State of Iraq and the Levant (ISIL),1,100,99.67205811,98.2851181,9.1148459,0,0,0,0,0,33.08187866,37.80485916,20.76276016,9.238479614,3.59059,89.10683302,0,0,0,8.696
2005,78796,JOR,Jordan,Al-Qaida in Iraq,1,99.05230713,0,0,4.58247902,0,0,0,0,0,0,0,0,0,0,12.93285205,0,43.60438494,0,20.515
2005,79823,JOR,Jordan,Al-Qaida in Iraq,1,99.05230713,0,0,4.58247902,0,0,0,0,0,0,0,0,0,0,12.93285205,0,43.60438494,0,20.515
2005,79824,JOR,Jordan,Al-Qaida in Iraq,1,99.05230713,0,0,4.58247902,0,0,0,0,0,0,0,0,0,0,12.93285205,0,43.60438494,0,20.515
2014,127048,JOR,Jordan,Islamic State of Iraq and the Levant (ISIL),1,99.98558807,26.87027168,0,4.78041915,0,0,0,0,0,0,0,0,0,0,46.2,0,0,0,10
2015,147773,JOR,Jordan,Muslim extremists,1,99.99832153,0,0,3.59269298,0,0,0,0,0,0,0,0,0,0,60.11438269,0,40.9771116,0,9.744
2015,155445,JOR,Jordan,Islamic State of Iraq and the Levant (ISIL),1,99.99832153,0,0,3.59269298,0,0,0,0,0,0,0,0,0,0,60.11438269,0,40.9771116,0,9.744
2016,165032,JOR,Jordan,Islamic State of Iraq and the Levant (ISIL),1,100,0,0,0,0,0,0,0,0,42.53879166,37.01023102,19.9353199,13.45211029,3.896209955,62.30219257,0,0,0,9.494
2016,168664,JOR,Jordan,Islamic State of Iraq and the Levant (ISIL),1,100,0,0,0,0,0,0,0,0,42.53879166,37.01023102,19.9353199,13.45211029,3.896209955,62.30219257,0,0,0,9.494
2016,170548,JOR,Jordan,Islamic State of Iraq and the Levant (ISIL),1,100,0,0,0,0,0,0,0,0,42.53879166,37.01023102,19.9353199,13.45211029,3.896209955,62.30219257,0,0,0,9.494
2016,170549,JOR,Jordan,Islamic State of Iraq and the Levant (ISIL),0,100,0,0,0,0,0,0,0,0,42.53879166,37.01023102,19.9353199,13.45211029,3.896209955,62.30219257,0,0,0,9.494
2011,104535,KAZ,Kazakhstan,Muslim extremists,1,99.79746835,45.74946976,99.21598816,2.45542105,0,0,0,0,0,0,0,0,0,0,50.6,0,0,5.5,43.1
2014,130135,KEN,Kenya,Muslim extremists,1,36,85.72942352,0,1.80246175,0,0,0,0,0,36.0884285,43.12417984,13.70252037,17.08102989,5.280149937,16.5,0,0,0,74.779
2016,161167,KWT,Kuwait,Muslim extremists,1,100,0,96.73618317,0,0,0,0,0,0,0,0,0,0,0,78.36738376,0,0,0,0
2015,143819,KGZ,Kyrgyzstan,Muslim extremists,1,99.90655518,0,98.08519745,3.68666336,0,0,0,0,0,0,0,0,16.27362061,5.985509872,30.24704278,0,3.440796423,32.1,64.223
2000,70753,LBN,Lebanon,Hezbollah,1,99.33989716,0,0,3.1863458,0,0,0,0,0,0,0,0,0,0,7.952743736,0,21.41674239,0,14
2000,70831,LBN,Lebanon,Hezbollah,1,99.33989716,0,0,3.1863458,0,0,0,0,0,0,0,0,0,0,7.952743736,0,21.41674239,0,14
2000,70936,LBN,Lebanon,Hezbollah,1,99.33989716,0,0,3.1863458,0,0,0,0,0,0,0,0,0,0,7.952743736,0,21.41674239,0,14
2000,70999,LBN,Lebanon,Hezbollah,1,99.33989716,0,0,3.1863458,0,0,0,0,0,0,0,0,0,0,7.952743736,0,21.41674239,0,14
2000,71136,LBN,Lebanon,Hezbollah,1,99.33989716,0,0,3.1863458,0,0,0,0,0,0,0,0,0,0,7.952743736,0,21.41674239,0,14
2001,73207,LBN,Lebanon,Hezbollah,1,99.39809418,0,0,3.40670655,0,0,0,0,0,0,0,0,7.421249866,2.841480017,6.783219775,0,0,0,13.882
2004,77349,LBN,Lebanon,Hezbollah,1,99.9,0,95.89627075,2.99822164,0,0,0,0,0,0,0,25.05443001,7.931230068,2.666739941,9,0,0,0,13.506
2008,87588,LBN,Lebanon,Hezbollah,1,99.9,0,90.60066986,3.11161875,0,0,0,0,0,0,0,28.97517967,5.86977005,2.007319927,22.53,0,0,0,12.958
2008,87610,LBN,Lebanon,Hezbollah,1,99.9,0,90.60066986,3.11161875,0,0,0,0,0,0,0,28.97517967,5.86977005,2.007319927,22.53,0,0,0,12.958
2008,87612,LBN,Lebanon,Hezbollah,1,99.9,0,90.60066986,3.11161875,0,0,0,0,0,0,0,28.97517967,5.86977005,2.007319927,22.53,0,0,0,12.958
2008,87626,LBN,Lebanon,Hezbollah,1,99.9,0,90.60066986,3.11161875,0,0,0,0,0,0,0,28.97517967,5.86977005,2.007319927,22.53,0,0,0,12.958
2008,87651,LBN,Lebanon,Hezbollah,1,99.9,0,90.60066986,3.11161875,0,0,0,0,0,0,0,28.97517967,5.86977005,2.007319927,22.53,0,0,0,12.958
2008,87652,LBN,Lebanon,Hezbollah,1,99.9,0,90.60066986,3.11161875,0,0,0,0,0,0,0,28.97517967,5.86977005,2.007319927,22.53,0,0,0,12.958
2008,87679,LBN,Lebanon,Hezbollah,1,99.9,0,90.60066986,3.11161875,0,0,0,0,0,0,0,28.97517967,5.86977005,2.007319927,22.53,0,0,0,12.958
2008,87680,LBN,Lebanon,Hezbollah,1,99.9,0,90.60066986,3.11161875,0,0,0,0,0,0,0,28.97517967,5.86977005,2.007319927,22.53,0,0,0,12.958
2008,87882,LBN,Lebanon,Hezbollah,1,99.9,0,90.60066986,3.11161875,0,0,0,0,0,0,0,28.97517967,5.86977005,2.007319927,22.53,0,0,0,12.958
2008,87889,LBN,Lebanon,Hezbollah,1,99.9,0,90.60066986,3.11161875,0,0,0,0,0,0,0,28.97517967,5.86977005,2.007319927,22.53,0,0,0,12.958
2008,88332,LBN,Lebanon,Hezbollah,1,99.9,0,90.60066986,3.11161875,0,0,0,0,0,0,0,28.97517967,5.86977005,2.007319927,22.53,0,0,0,12.958
2013,119207,LBN,Lebanon,Hezbollah,1,100,0,89.03556061,3.70768166,0,0,0,0,0,0,17.09177017,28.74147987,8.575519562,2.479769945,70.5,20.9,0,0,12.21
2013,119373,LBN,Lebanon,Muslim extremists,1,100,0,89.03556061,3.70768166,0,0,0,0,0,0,17.09177017,28.74147987,8.575519562,2.479769945,70.5,20.9,0,0,12.21
2013,119672,LBN,Lebanon,Muslim extremists,1,100,0,89.03556061,3.70768166,0,0,0,0,0,0,17.09177017,28.74147987,8.575519562,2.479769945,70.5,20.9,0,0,12.21
2014,126804,LBN,Lebanon,Muslim extremists,1,100,55.17280579,83.91744995,3.80256388,0,0,0,0,0,0,0,0,0,0,73,0,0,0,12.053
2014,127109,LBN,Lebanon,Islamic State of Iraq and the Levant (ISIL),1,100,55.17280579,83.91744995,3.80256388,0,0,0,0,0,0,0,0,0,0,73,0,0,0,12.053
