iyear,eventid,natlty1_CountryCode,natlty1_txt,gname,success,[EG.ELC.ACCS.ZS],[FX.OWN.TOTL.SO.ZS],[SE.PRM.TENR],[SH.XPD.GHED.GD.ZS],[SE.PRM.CUAT.ZS],[SE.TER.CUAT.ST.ZS],[SE.SEC.CUAT.UP.ZS],[SE.TER.CUAT.MS.ZS],[SE.TER.CUAT.DO.ZS],[SE.XPD.PRIM.ZS],[SE.XPD.SECO.ZS],[SE.XPD.TERT.ZS],[SE.XPD.TOTL.GB.ZS],[SE.XPD.TOTL.GD.ZS],[IT.NET.USER.ZS],[IC.FRM.CORR.ZS],[SM.POP.TOTL.ZS],[SI.POV.NAHC],[SP.RUR.TOTL.ZS]
2007,84906,AFG,Afghanistan,Muslim extremists,1,33.74868011,0,0,0.55994753,0,0,0,0,0,0,0,0,0,0,1.9,0,0,36.3,76.887
2017,180102,AFG,Afghanistan,Kurdistan Workers' Party (PKK),1,0,30.55884552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.75
2016,166885,ALB,Albania,Muslim extremists,0,100,0,95.65854645,0,0,0,0,0,0,0,0,0,0,0,66.3634447,0,0,0,41.579
2001,72572,DZA,Algeria,Muslim extremists,1,98.94402313,0,92.64196014,2.92549014,0,0,0,0,0,0,0,0,0,0,0.646114017,0,0,0,39.288
2001,72725,DZA,Algeria,Muslim extremists,1,98.94402313,0,92.64196014,2.92549014,0,0,0,0,0,0,0,0,0,0,0.646114017,0,0,0,39.288
2002,74493,DZA,Algeria,Muslim extremists,1,98.91053772,0,93.90210724,2.80794219,0,0,0,0,0,0,0,0,0,0,1.59164126,0,0,0,38.499
2002,74917,DZA,Algeria,Muslim extremists,1,98.91053772,0,93.90210724,2.80794219,0,0,0,0,0,0,0,0,0,0,1.59164126,0,0,0,38.499
2002,75115,DZA,Algeria,Muslim extremists,1,98.91053772,0,93.90210724,2.80794219,0,0,0,0,0,0,0,0,0,0,1.59164126,0,0,0,38.499
2002,75354,DZA,Algeria,Muslim extremists,1,98.91053772,0,93.90210724,2.80794219,0,0,0,0,0,0,0,0,0,0,1.59164126,0,0,0,38.499
2005,79277,DZA,Algeria,Al-Qaida in Iraq,1,98.79664612,0,95.47720337,2.24167731,0,0,0,0,0,0,0,0,0,0,5.843942092,0,0.744071903,0,36.17
2008,86802,DZA,Algeria,Muslim extremists,1,99.3,0,97.22104645,3.02516067,64.37153625,8.031359673,25.41651917,0,0,0,0,26.97261047,11.42835045,4.33701992,10.18,0,0,0,33.903
2013,120860,DZA,Algeria,Muslim extremists,1,99.13498688,0,0,4.28772823,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,30.424
2014,138604,DZA,Algeria,Muslim extremists,1,99.23434448,55.32004929,0,4.71075634,0,0,0,0,0,0,0,0,0,0,29.5,0,0,0,29.779
2014,139317,DZA,Algeria,Muslim extremists,1,99.23434448,55.32004929,0,4.71075634,0,0,0,0,0,0,0,0,0,0,29.5,0,0,0,29.779
2017,176619,DZA,Algeria,Muslim extremists,1,0,48.95936584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.948
2015,144360,ARM,Armenia,Islamic State of Iraq and the Levant (ISIL),1,100,0,92.8093338,1.6139023,99.45578766,47.32347107,91.83743286,0,0.350950003,19.35930061,0,12.68896008,10.65635967,2.80591011,59.10237771,0,6.335892888,29.8,36.915
2015,153426,ARM,Armenia,Kurdistan Workers' Party (PKK),1,100,0,92.8093338,1.6139023,99.45578766,47.32347107,91.83743286,0,0.350950003,19.35930061,0,12.68896008,10.65635967,2.80591011,59.10237771,0,6.335892888,29.8,36.915
2004,77835,AUS,Australia,Al-Qaida in Iraq,1,100,0,95.14353943,5.53956981,0,30.82309914,64.1210022,0,0,0,0,0,0,0,0,0,0,0,15.537
2016,171413,AUS,Australia,Muslim extremists,1,100,0,96.78299713,0,0,0,0,0,0,0,0,0,0,0,88.23865805,0,0,0,14.2
2017,178004,AUS,Australia,Islamic State of Iraq and the Levant (ISIL),0,0,99.6711731,0,0,0,0,0,0,0,0,0,0,0,0,86.54472054,0,0,0,14.096
2017,182228,AUS,Australia,Muslim extremists,1,0,99.6711731,0,0,0,0,0,0,0,0,0,0,0,0,86.54472054,0,0,0,14.096
2016,166814,AUT,Austria,Kurdistan Workers' Party (PKK),1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,84.32333129,0,0,0,42.095
2005,79145,BHR,Bahrain,Al-Qaida in Iraq,0,100,0,90.1977005,2.14717572,0,0,0,0,0,0,0,0,0,0,21.30373351,0,46.59878618,0,11.578
2012,112557,BHR,Bahrain,Hezbollah,0,100,0,92.74080658,2.72080417,0,0,0,0,0,0,0,0,8.288450241,2.645309925,88,0,0,0,11.238
2012,112558,BHR,Bahrain,Hezbollah,1,100,0,92.74080658,2.72080417,0,0,0,0,0,0,0,0,8.288450241,2.645309925,88,0,0,0,11.238
2012,112564,BHR,Bahrain,Hezbollah,1,100,0,92.74080658,2.72080417,0,0,0,0,0,0,0,0,8.288450241,2.645309925,88,0,0,0,11.238
2014,131369,BHR,Bahrain,Muslim extremists,1,100,81.98062897,95.72386169,2.97750975,0,0,0,0,0,32.49758911,43.06671143,0,8.684029579,2.467459917,90.50313348,0,0,0,11.085
2015,154719,BHR,Bahrain,Islamic State of Iraq and the Levant (ISIL),1,100,0,97.99543762,3.41299726,0,0,0,0,0,32.9869194,44.22463989,0,7.297359943,2.668080091,93.47830114,0,51.12678501,0,11.001
2015,154720,BHR,Bahrain,Islamic State of Iraq and the Levant (ISIL),1,100,0,97.99543762,3.41299726,0,0,0,0,0,32.9869194,44.22463989,0,7.297359943,2.668080091,93.47830114,0,51.12678501,0,11.001
2012,112555,BGD,Bangladesh,Hezbollah,1,60.87821579,0,0,0.53255222,0,0,0,0,0,44.60290909,39.09912872,14.73351955,15.59323978,2.175499916,5,0,0,0,68.007
2017,173101,BGD,Bangladesh,Muslim extremists,1,0,57.2312851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.142
2017,174127,BGD,Bangladesh,Muslim extremists,1,0,57.2312851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.142
2017,175708,BGD,Bangladesh,Muslim extremists,1,0,57.2312851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.142
2013,126017,BLR,Belarus,Al-Qaida in the Arabian Peninsula (AQAP),1,100,0,93.20259857,3.68732036,0,0,0,0,0,0,0,17.58319092,12.27398968,5.009419918,54.17,13.2,0,5.5,23.801
2014,133283,BEL,Belgium,Islamic State of Iraq and the Levant (ISIL),1,100,97.84509277,97.97332001,8.50517544,93.87284088,31.55278015,64.01886749,13.4917202,0.494639993,23.24596024,42.04589844,22.04595947,11.95835018,6.596849918,85,0,0,0,2.167
2016,161974,BEL,Belgium,Islamic State of Iraq and the Levant (ISIL),1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,86.5165,0,0,0,2.081
2016,161975,BEL,Belgium,Islamic State of Iraq and the Levant (ISIL),1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,86.5165,0,0,0,2.081
2016,168329,BEL,Belgium,Muslim extremists,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,86.5165,0,0,0,2.081
2017,179271,BEL,Belgium,Muslim extremists,1,0,98.83979797,0,0,0,0,0,0,0,0,0,0,0,0,87.67968082,0,0,0,2.039
2014,126087,BIH,Bosnia-Herzegovina,Muslim extremists,0,100,63.01553726,0,6.66484029,78.04537964,11.30084038,59.57389069,0,0.550490022,0,0,0,0,0,49.91773243,0,0,0,53.16
2014,126088,BIH,Bosnia-Herzegovina,Muslim extremists,0,100,63.01553726,0,6.66484029,78.04537964,11.30084038,59.57389069,0,0.550490022,0,0,0,0,0,49.91773243,0,0,0,53.16
2015,142990,BIH,Bosnia-Herzegovina,Muslim extremists,1,100,0,0,6.44433795,79.87345123,10.5173502,60.82957077,0.824490011,0.098360002,0,0,0,0,0,52.6,0,0.91336484,16.9,52.827
2015,142991,BIH,Bosnia-Herzegovina,Muslim extremists,1,100,0,0,6.44433795,79.87345123,10.5173502,60.82957077,0.824490011,0.098360002,0,0,0,0,0,52.6,0,0.91336484,16.9,52.827
2015,142993,BIH,Bosnia-Herzegovina,Muslim extremists,1,100,0,0,6.44433795,79.87345123,10.5173502,60.82957077,0.824490011,0.098360002,0,0,0,0,0,52.6,0,0.91336484,16.9,52.827
2012,113855,BGR,Bulgaria,Al-Qaida in the Arabian Peninsula (AQAP),0,100,0,97.7687912,3.87371378,0,21.51111984,72.48085785,0,0,18.62869072,39.15795898,17.80559921,10.69091988,3.502029896,51.89998767,0,0,21,27.025
2013,125745,BGR,Bulgaria,Al-Qaida in the Arabian Peninsula (AQAP),0,100,0,96.38333893,4.05083362,0,22.91971016,73.93795776,0,0,19.69638062,38.91184998,15.91611004,11.43980026,4.061970234,53.0615,18.2,0,21.8,26.687
2015,156133,BFA,Burkina Faso,Muslim extremists,1,18.47008133,0,69.96008301,1.53823007,0,0,0,0,0,57.86803055,22.09079933,13.65211964,18.02708054,4.166069984,11.38764617,0,3.892039853,0,72.47
2016,164349,BFA,Burkina Faso,Muslim extremists,1,19.16471291,0,75.85292816,0,0,0,0,0,0,0,0,0,0,0,13.96,0,0,0,71.866
2017,173163,BFA,Burkina Faso,Muslim extremists,0,0,63.3887291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.257
2017,174318,BFA,Burkina Faso,Muslim extremists,1,0,63.3887291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.257
2017,178313,BFA,Burkina Faso,Muslim extremists,1,0,63.3887291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.257
2017,178314,BFA,Burkina Faso,Muslim extremists,1,0,63.3887291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.257
2017,178315,BFA,Burkina Faso,Muslim extremists,1,0,63.3887291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.257
2017,179928,CMR,Cameroon,Muslim extremists,1,0,46.46650696,0,0,0,0,0,0,0,0,0,0,0,0,23.20297197,0,0,0,44.223
2004,77167,CAN,Canada,Hamas (Islamic Resistance Movement),1,100,0,0,6.64761874,0,0,0,0,0,0,0,0,0,0,65.95596346,0,0,0,19.955
2012,114030,CAN,Canada,Al-Qaida in the Arabian Peninsula (AQAP),1,100,0,99.47058868,7.53600374,0,0,0,0,0,0,0,0,0,0,83,0,0,0,18.863
2014,131019,CAN,Canada,Muslim extremists,1,100,99.57382202,99.4045105,7.3474087,0,0,0,0,0,0,0,0,0,0,87.12,0,0,0,18.782
2016,159599,CAN,Canada,Muslim extremists,1,100,0,99.96224213,0,0,0,0,0,0,0,0,0,0,0,91.16,0,0,0,18.7
2016,168306,CAF,Central African Republic,Muslim extremists,1,13.98511219,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,59.382
2001,74268,CHN,China,Palestinians,1,96.55620575,0,0,1.07481816,0,0,0,0,0,0,0,0,0,0,2.639650215,0,0,0,62.907
2014,137298,CHN,China,Kurdistan Workers' Party (PKK),1,99.99848938,89.5185318,0,2.85903355,0,0,0,0,0,0,0,0,0,0,47.9,0,0,7.2,45.741
2017,172932,CHN,China,Muslim extremists,0,0,94.61381531,0,0,0,0,0,0,0,0,0,0,0,0,54.3,0,0,3.1,42.04
2015,143663,HRV,Croatia,Sinai Province of the Islamic State,1,100,0,98.34580994,5.68421286,0,0,0,0,0,0,0,0,0,0,69.8031,0,13.60471399,19.5,43.845
2017,181275,ZAR,Democratic Republic of the Congo,Muslim extremists,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,114814,DNK,Denmark,Islamic State of Iraq and the Levant (ISIL),1,100,0,98.65074158,8.61173238,0,32.96768188,76.54907227,0,0,24.87314034,32.41738892,26.89384079,15.21743965,8.494429588,94.6297,0,0,0,12.708
2005,79124,EGY,Egypt,Al-Qaida in Iraq,1,99.4,0,93.54811096,1.67112349,0,0,0,0,0,0,0,0,14.42144966,4.794429779,12.75,0,0.36561685,0,56.973
2005,79170,EGY,Egypt,Al-Qaida in Iraq,1,99.4,0,93.54811096,1.67112349,0,0,0,0,0,0,0,0,14.42144966,4.794429779,12.75,0,0.36561685,0,56.973
2012,105582,EGY,Egypt,Muslim extremists,1,99.7,0,96.87068939,1.46839136,0,0,0,0,0,0,0,0,0,0,26.4,0,0,26.3,57.054
2012,105605,EGY,Egypt,Muslim extremists,0,99.7,0,96.87068939,1.46839136,0,0,0,0,0,0,0,0,0,0,26.4,0,0,26.3,57.054
2012,105619,EGY,Egypt,Muslim extremists,1,99.7,0,96.87068939,1.46839136,0,0,0,0,0,0,0,0,0,0,26.4,0,0,26.3,57.054
2013,114110,EGY,Egypt,Muslim extremists,0,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114125,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114128,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114138,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114143,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114144,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114145,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114146,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114147,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114148,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114149,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114153,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114164,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114165,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114173,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114189,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114190,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114191,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114192,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114193,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114194,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114226,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114253,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114257,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114259,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114260,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114261,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114264,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114265,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114266,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114267,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114273,EGY,Egypt,Muslim extremists,0,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114281,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114288,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114305,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114312,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114315,EGY,Egypt,Muslim extremists,1,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2013,114349,EGY,Egypt,Muslim extremists,0,99.9950943,0,0,1.41868475,0,0,0,0,0,0,0,0,0,0,29.4,12.1,0,0,57.107
2014,126256,EGY,Egypt,Muslim extremists,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126294,EGY,Egypt,Muslim extremists,0,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126309,EGY,Egypt,Muslim extremists,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126313,EGY,Egypt,Muslim extremists,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126314,EGY,Egypt,Muslim extremists,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126371,EGY,Egypt,Muslim extremists,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126380,EGY,Egypt,Muslim extremists,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126381,EGY,Egypt,Muslim extremists,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126417,EGY,Egypt,Sinai Province of the Islamic State,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126421,EGY,Egypt,Muslim extremists,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126423,EGY,Egypt,Muslim extremists,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126424,EGY,Egypt,Muslim extremists,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126428,EGY,Egypt,Muslim extremists,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126434,EGY,Egypt,Islamic State of Iraq and the Levant (ISIL),1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126435,EGY,Egypt,Islamic State of Iraq and the Levant (ISIL),1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126447,EGY,Egypt,Islamic State of Iraq and the Levant (ISIL),1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126513,EGY,Egypt,Muslim extremists,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126514,EGY,Egypt,Muslim extremists,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126515,EGY,Egypt,Muslim extremists,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126517,EGY,Egypt,Muslim extremists,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126520,EGY,Egypt,Sinai Province of the Islamic State,0,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126526,EGY,Egypt,Sinai Province of the Islamic State,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126527,EGY,Egypt,Sinai Province of the Islamic State,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126528,EGY,Egypt,Sinai Province of the Islamic State,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126539,EGY,Egypt,Sinai Province of the Islamic State,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126540,EGY,Egypt,Sinai Province of the Islamic State,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126541,EGY,Egypt,Sinai Province of the Islamic State,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126543,EGY,Egypt,Sinai Province of the Islamic State,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126544,EGY,Egypt,Sinai Province of the Islamic State,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126551,EGY,Egypt,Sinai Province of the Islamic State,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126558,EGY,Egypt,Sinai Province of the Islamic State,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126569,EGY,Egypt,Sinai Province of the Islamic State,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126571,EGY,Egypt,Sinai Province of the Islamic State,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126573,EGY,Egypt,Sinai Province of the Islamic State,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126574,EGY,Egypt,Sinai Province of the Islamic State,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126575,EGY,Egypt,Sinai Province of the Islamic State,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126577,EGY,Egypt,Sinai Province of the Islamic State,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2014,126582,EGY,Egypt,Sinai Province of the Islamic State,1,99.8,18.85789871,96.71975708,1.29387454,0,0,0,0,0,0,0,0,0,0,33.89460391,0,0,0,57.161
2015,143158,EGY,Egypt,Sinai Province of the Islamic State,1,100,0,0,1.25484621,0,0,0,0,0,0,0,0,0,0,37.81938343,0,0.537267287,27.8,57.215
2015,143160,EGY,Egypt,Sinai Province of the Islamic State,1,100,0,0,1.25484621,0,0,0,0,0,0,0,0,0,0,37.81938343,0,0.537267287,27.8,57.215
2015,143161,EGY,Egypt,Sinai Province of the Islamic State,0,100,0,0,1.25484621,0,0,0,0,0,0,0,0,0,0,37.81938343,0,0.537267287,27.8,57.215
2015,143162,EGY,Egypt,Sinai Province of the Islamic State,1,100,0,0,1.25484621,0,0,0,0,0,0,0,0,0,0,37.81938343,0,0.537267287,27.8,57.215
2015,143163,EGY,Egypt,Sinai Province of the Islamic State,1,100,0,0,1.25484621,0,0,0,0,0,0,0,0,0,0,37.81938343,0,0.537267287,27.8,57.215
2015,143167,EGY,Egypt,Sinai Province of the Islamic State,1,100,0,0,1.25484621,0,0,0,0,0,0,0,0,0,0,37.81938343,0,0.537267287,27.8,57.215
2015,143173,EGY,Egypt,Sinai Province of the Islamic State,1,100,0,0,1.25484621,0,0,0,0,0,0,0,0,0,0,37.81938343,0,0.537267287,27.8,57.215
2015,143176,EGY,Egypt,Sinai Province of the Islamic State,1,100,0,0,1.25484621,0,0,0,0,0,0,0,0,0,0,37.81938343,0,0.537267287,27.8,57.215
2015,143182,EGY,Egypt,Sinai Province of the Islamic State,1,100,0,0,1.25484621,0,0,0,0,0,0,0,0,0,0,37.81938343,0,0.537267287,27.8,57.215
2015,143186,EGY,Egypt,Sinai Province of the Islamic State,1,100,0,0,1.25484621,0,0,0,0,0,0,0,0,0,0,37.81938343,0,0.537267287,27.8,57.215
2015,143205,EGY,Egypt,Sinai Province of the Islamic State,1,100,0,0,1.25484621,0,0,0,0,0,0,0,0,0,0,37.81938343,0,0.537267287,27.8,57.215
2015,143234,EGY,Egypt,Sinai Province of the Islamic State,1,100,0,0,1.25484621,0,0,0,0,0,0,0,0,0,0,37.81938343,0,0.537267287,27.8,57.215
2015,143235,EGY,Egypt,Sinai Province of the Islamic State,1,100,0,0,1.25484621,0,0,0,0,0,0,0,0,0,0,37.81938343,0,0.537267287,27.8,57.215
2015,143236,EGY,Egypt,Sinai Province of the Islamic State,1,100,0,0,1.25484621,0,0,0,0,0,0,0,0,0,0,37.81938343,0,0.537267287,27.8,57.215
2015,143237,EGY,Egypt,Sinai Province of the Islamic State,1,100,0,0,1.25484621,0,0,0,0,0,0,0,0,0,0,37.81938343,0,0.537267287,27.8,57.215
